Gender	Reference period	Province	Population	Age Group	Births	Deaths	Migration Effect
Men	2032	Nova Scotia	35430	55 to 59 years	0.0	242.0	220.0
Men	2032	Nova Scotia	37812	60 to 64 years	0.0	405.0	222.0
Men	2032	Nova Scotia	31658	65 to 69 years	0.0	551.0	143.0
Men	2032	Nova Scotia	23109	70 to 74 years	0.0	613.0	61.0
Men	2032	Nova Scotia	14994	75 to 79 years	0.0	666.0	27.0
Men	2032	Nova Scotia	6368	80 to 84 years	0.0	493.0	8.0
Men	2032	Nova Scotia	1908	85 to 89 years	0.0	274.0	2.0
Men	2032	Nova Scotia	211	90 years and older	0.0	69.0	0.0
Women	2032	Nova Scotia	4741	0 years	4740.0	18.0	19.0
Women	2032	Nova Scotia	25749	5 to 9 years	0.0	2.0	119.0
Women	2032	Nova Scotia	26453	10 to 14 years	0.0	3.0	102.0
Women	2032	Nova Scotia	26420	15 to 19 years	0.0	6.0	145.0
Women	2032	Nova Scotia	33012	20 to 24 years	0.0	10.0	206.0
Women	2032	Nova Scotia	36992	25 to 29 years	0.0	13.0	209.0
Women	2032	Nova Scotia	38408	30 to 34 years	0.0	19.0	284.0
Women	2032	Nova Scotia	35072	35 to 39 years	0.0	31.0	182.0
Women	2032	Nova Scotia	34130	40 to 44 years	0.0	34.0	160.0
Women	2032	Nova Scotia	32021	45 to 49 years	0.0	53.0	139.0
Women	2032	Nova Scotia	34525	50 to 54 years	0.0	88.0	193.0
Women	2032	Nova Scotia	37901	55 to 59 years	0.0	163.0	201.0
Women	2032	Nova Scotia	40804	60 to 64 years	0.0	277.0	214.0
Women	2032	Nova Scotia	35491	65 to 69 years	0.0	378.0	106.0
Women	2032	Nova Scotia	27367	70 to 74 years	0.0	472.0	43.0
Women	2032	Nova Scotia	19067	75 to 79 years	0.0	576.0	11.0
Women	2032	Nova Scotia	9755	80 to 84 years	0.0	529.0	16.0
Women	2032	Nova Scotia	3823	85 to 89 years	0.0	389.0	2.0
Women	2032	Nova Scotia	826	90 years and older	0.0	209.0	0.0
Men	2032	New Brunswick	3538	0 years	3543.0	16.0	11.0
Men	2032	New Brunswick	21935	5 to 9 years	0.0	1.0	138.0
Men	2032	New Brunswick	22566	10 to 14 years	0.0	2.0	80.0
Men	2032	New Brunswick	22194	15 to 19 years	0.0	12.0	11.0
Men	2032	New Brunswick	23580	20 to 24 years	0.0	20.0	-81.0
Men	2032	New Brunswick	24583	25 to 29 years	0.0	27.0	-74.0
Men	2032	New Brunswick	25647	30 to 34 years	0.0	29.0	62.0
Men	2032	New Brunswick	25610	35 to 39 years	0.0	39.0	36.0
Men	2032	New Brunswick	26106	40 to 44 years	0.0	48.0	56.0
Men	2032	New Brunswick	25662	45 to 49 years	0.0	72.0	74.0
Men	2032	New Brunswick	26608	50 to 54 years	0.0	106.0	97.0
Men	2032	New Brunswick	29047	55 to 59 years	0.0	185.0	153.0
Men	2032	New Brunswick	30389	60 to 64 years	0.0	302.0	169.0
Men	2032	New Brunswick	26526	65 to 69 years	0.0	417.0	104.0
Men	2032	New Brunswick	19747	70 to 74 years	0.0	510.0	51.0
Men	2032	New Brunswick	12471	75 to 79 years	0.0	533.0	25.0
Men	2032	New Brunswick	5541	80 to 84 years	0.0	407.0	13.0
Men	2032	New Brunswick	1524	85 to 89 years	0.0	213.0	0.0
Men	2032	New Brunswick	182	90 years and older	0.0	58.0	0.0
Women	2032	New Brunswick	3575	0 years	3543.0	14.0	46.0
Women	2032	New Brunswick	20692	5 to 9 years	0.0	1.0	65.0
Women	2032	New Brunswick	22056	10 to 14 years	0.0	2.0	93.0
Women	2032	New Brunswick	20970	15 to 19 years	0.0	5.0	9.0
Women	2032	New Brunswick	21229	20 to 24 years	0.0	8.0	-147.0
Women	2032	New Brunswick	23744	25 to 29 years	0.0	11.0	44.0
Women	2032	New Brunswick	26000	30 to 34 years	0.0	16.0	90.0
Women	2032	New Brunswick	26564	35 to 39 years	0.0	23.0	74.0
Women	2032	New Brunswick	26363	40 to 44 years	0.0	30.0	39.0
Women	2032	New Brunswick	26757	45 to 49 years	0.0	46.0	73.0
Women	2032	New Brunswick	27502	50 to 54 years	0.0	73.0	135.0
Women	2032	New Brunswick	30417	55 to 59 years	0.0	130.0	170.0
Women	2032	New Brunswick	31814	60 to 64 years	0.0	219.0	136.0
Women	2032	New Brunswick	29292	65 to 69 years	0.0	305.0	93.0
Women	2032	New Brunswick	22833	70 to 74 years	0.0	370.0	17.0
Women	2032	New Brunswick	15385	75 to 79 years	0.0	432.0	-5.0
Women	2032	New Brunswick	7898	80 to 84 years	0.0	412.0	13.0
Women	2032	New Brunswick	3213	85 to 89 years	0.0	312.0	5.0
Women	2032	New Brunswick	717	90 years and older	0.0	174.0	0.0
Men	2032	Quebec	42925	0 years	43159.0	202.0	-32.0
Men	2032	Quebec	238102	5 to 9 years	0.0	23.0	-306.0
Men	2032	Quebec	248131	10 to 14 years	0.0	24.0	-228.0
Men	2032	Quebec	233637	15 to 19 years	0.0	72.0	-128.0
Men	2032	Quebec	249663	20 to 24 years	0.0	130.0	-614.0
Men	2032	Quebec	289467	25 to 29 years	0.0	177.0	-611.0
Men	2032	Quebec	309264	30 to 34 years	0.0	217.0	-575.0
Men	2032	Quebec	288463	35 to 39 years	0.0	254.0	-538.0
Men	2032	Quebec	304394	40 to 44 years	0.0	369.0	-330.0
Men	2032	Quebec	279274	45 to 49 years	0.0	534.0	-229.0
Men	2032	Quebec	256376	50 to 54 years	0.0	794.0	-93.0
Men	2032	Quebec	278242	55 to 59 years	0.0	1415.0	-7.0
Men	2032	Quebec	292166	60 to 64 years	0.0	2418.0	0.0
Men	2032	Quebec	250743	65 to 69 years	0.0	3389.0	36.0
Men	2032	Quebec	184921	70 to 74 years	0.0	4007.0	-38.0
Men	2032	Quebec	123675	75 to 79 years	0.0	4565.0	-32.0
Men	2032	Quebec	57456	80 to 84 years	0.0	3800.0	-10.0
Men	2032	Quebec	17615	85 to 89 years	0.0	2212.0	-5.0
Men	2032	Quebec	2961	90 years and older	0.0	809.0	-1.0
Women	2032	Quebec	42953	0 years	43159.0	167.0	-39.0
Women	2032	Quebec	226340	5 to 9 years	0.0	15.0	-268.0
Women	2032	Quebec	236461	10 to 14 years	0.0	21.0	-243.0
Women	2032	Quebec	225766	15 to 19 years	0.0	36.0	-3.0
Women	2032	Quebec	236646	20 to 24 years	0.0	49.0	-412.0
Women	2032	Quebec	266251	25 to 29 years	0.0	74.0	-661.0
Women	2032	Quebec	290315	30 to 34 years	0.0	98.0	-551.0
Women	2032	Quebec	277745	35 to 39 years	0.0	139.0	-414.0
Women	2032	Quebec	292905	40 to 44 years	0.0	217.0	-290.0
Women	2032	Quebec	271528	45 to 49 years	0.0	326.0	-135.0
Women	2032	Quebec	250583	50 to 54 years	0.0	527.0	-57.0
Women	2032	Quebec	276364	55 to 59 years	0.0	979.0	-14.0
Women	2032	Quebec	299185	60 to 64 years	0.0	1727.0	-55.0
Women	2032	Quebec	268746	65 to 69 years	0.0	2416.0	-63.0
Women	2032	Quebec	209156	70 to 74 years	0.0	3088.0	-43.0
Women	2032	Quebec	153036	75 to 79 years	0.0	3828.0	-36.0
Women	2032	Quebec	84504	80 to 84 years	0.0	3895.0	-40.0
Women	2032	Quebec	36278	85 to 89 years	0.0	3249.0	-11.0
Women	2032	Quebec	10260	90 years and older	0.0	2255.0	-1.0
Men	2032	Ontario	78510	0 years	78805.0	378.0	83.0
Men	2032	Ontario	408088	5 to 9 years	0.0	40.0	9.0
Men	2032	Ontario	425946	10 to 14 years	0.0	42.0	172.0
Men	2032	Ontario	459472	15 to 19 years	0.0	170.0	-74.0
Men	2032	Ontario	561811	20 to 24 years	0.0	372.0	-1578.0
Men	2032	Ontario	638813	25 to 29 years	0.0	562.0	-160.0
Men	2032	Ontario	613445	30 to 34 years	0.0	650.0	243.0
Men	2032	Ontario	543304	35 to 39 years	0.0	701.0	184.0
Men	2032	Ontario	485554	40 to 44 years	0.0	812.0	-8.0
Men	2032	Ontario	446281	45 to 49 years	0.0	1038.0	-125.0
Men	2032	Ontario	452873	50 to 54 years	0.0	1627.0	-141.0
Men	2032	Ontario	468172	55 to 59 years	0.0	2714.0	-375.0
Men	2032	Ontario	462093	60 to 64 years	0.0	4214.0	-439.0
Men	2032	Ontario	369314	65 to 69 years	0.0	5091.0	-490.0
Men	2032	Ontario	275049	70 to 74 years	0.0	5861.0	-208.0
Men	2032	Ontario	187561	75 to 79 years	0.0	6549.0	-76.0
Men	2032	Ontario	90488	80 to 84 years	0.0	5636.0	-21.0
Men	2032	Ontario	31652	85 to 89 years	0.0	3775.0	-8.0
Men	2032	Ontario	5271	90 years and older	0.0	1430.0	1.0
Women	2032	Ontario	78510	0 years	78805.0	326.0	31.0
Women	2032	Ontario	388221	5 to 9 years	0.0	38.0	70.0
Women	2032	Ontario	400676	10 to 14 years	0.0	40.0	68.0
Women	2032	Ontario	427701	15 to 19 years	0.0	85.0	-7.0
Women	2032	Ontario	507978	20 to 24 years	0.0	152.0	-1045.0
Women	2032	Ontario	577813	25 to 29 years	0.0	231.0	-251.0
Women	2032	Ontario	576709	30 to 34 years	0.0	311.0	-158.0
Women	2032	Ontario	532583	35 to 39 years	0.0	357.0	66.0
Women	2032	Ontario	494710	40 to 44 years	0.0	470.0	-11.0
Women	2032	Ontario	470393	45 to 49 years	0.0	659.0	-276.0
Women	2032	Ontario	482723	50 to 54 years	0.0	1079.0	-385.0
Women	2032	Ontario	495662	55 to 59 years	0.0	1772.0	-509.0
Women	2032	Ontario	493898	60 to 64 years	0.0	2729.0	-574.0
Women	2032	Ontario	421440	65 to 69 years	0.0	3599.0	-444.0
Women	2032	Ontario	332187	70 to 74 years	0.0	4610.0	-201.0
Women	2032	Ontario	239409	75 to 79 years	0.0	5565.0	-109.0
Women	2032	Ontario	134826	80 to 84 years	0.0	5787.0	-55.0
Women	2032	Ontario	62271	85 to 89 years	0.0	5155.0	-4.0
Women	2032	Ontario	16421	90 years and older	0.0	3557.0	-4.0
Men	2032	Manitoba	8066	0 years	8186.0	55.0	-65.0
Men	2032	Manitoba	45063	5 to 9 years	0.0	6.0	-212.0
Men	2032	Manitoba	44168	10 to 14 years	0.0	7.0	-274.0
Men	2032	Manitoba	44147	15 to 19 years	0.0	32.0	-189.0
Men	2032	Manitoba	59798	20 to 24 years	0.0	64.0	194.0
Men	2032	Manitoba	53797	25 to 29 years	0.0	76.0	-489.0
Men	2032	Manitoba	48566	30 to 34 years	0.0	76.0	-514.0
Men	2032	Manitoba	46358	35 to 39 years	0.0	87.0	-442.0
Men	2032	Manitoba	44433	40 to 44 years	0.0	103.0	-299.0
Men	2032	Manitoba	40398	45 to 49 years	0.0	124.0	-201.0
Men	2032	Manitoba	37614	50 to 54 years	0.0	184.0	-148.0
Men	2032	Manitoba	37365	55 to 59 years	0.0	271.0	-121.0
Men	2032	Manitoba	39400	60 to 64 years	0.0	435.0	-59.0
Men	2032	Manitoba	32690	65 to 69 years	0.0	546.0	-33.0
Men	2032	Manitoba	22737	70 to 74 years	0.0	615.0	-42.0
Men	2032	Manitoba	14739	75 to 79 years	0.0	619.0	-14.0
Men	2032	Manitoba	6648	80 to 84 years	0.0	485.0	-7.0
Men	2032	Manitoba	2191	85 to 89 years	0.0	291.0	0.0
Men	2032	Manitoba	321	90 years and older	0.0	97.0	0.0
Women	2032	Manitoba	8089	0 years	8186.0	45.0	-52.0
Women	2032	Manitoba	41949	5 to 9 years	0.0	5.0	-232.0
Women	2032	Manitoba	41649	10 to 14 years	0.0	9.0	-227.0
Women	2032	Manitoba	41041	15 to 19 years	0.0	19.0	-202.0
Women	2032	Manitoba	49702	20 to 24 years	0.0	37.0	-35.0
Women	2032	Manitoba	45638	25 to 29 years	0.0	43.0	-511.0
Women	2032	Manitoba	46006	30 to 34 years	0.0	48.0	-402.0
Women	2032	Manitoba	45380	35 to 39 years	0.0	49.0	-364.0
Women	2032	Manitoba	42541	40 to 44 years	0.0	64.0	-372.0
Women	2032	Manitoba	39681	45 to 49 years	0.0	81.0	-184.0
Women	2032	Manitoba	38391	50 to 54 years	0.0	121.0	-132.0
Women	2032	Manitoba	39067	55 to 59 years	0.0	178.0	-85.0
Women	2032	Manitoba	40874	60 to 64 years	0.0	289.0	-98.0
Women	2032	Manitoba	35639	65 to 69 years	0.0	374.0	-60.0
Women	2032	Manitoba	27316	70 to 74 years	0.0	466.0	-57.0
Women	2032	Manitoba	19110	75 to 79 years	0.0	543.0	-1.0
Women	2032	Manitoba	10367	80 to 84 years	0.0	507.0	-15.0
Women	2032	Manitoba	4717	85 to 89 years	0.0	429.0	0.0
Women	2032	Manitoba	1319	90 years and older	0.0	305.0	0.0
Men	2032	Saskatchewan	6564	0 years	6685.0	43.0	-78.0
Men	2032	Saskatchewan	38101	5 to 9 years	0.0	6.0	-279.0
Men	2032	Saskatchewan	39640	10 to 14 years	0.0	8.0	-225.0
Men	2032	Saskatchewan	37227	15 to 19 years	0.0	34.0	-167.0
Men	2032	Saskatchewan	38229	20 to 24 years	0.0	53.0	-125.0
Men	2032	Saskatchewan	34516	25 to 29 years	0.0	58.0	-564.0
Men	2032	Saskatchewan	38435	30 to 34 years	0.0	69.0	-454.0
Men	2032	Saskatchewan	41185	35 to 39 years	0.0	81.0	-316.0
Men	2032	Saskatchewan	38776	40 to 44 years	0.0	97.0	-301.0
Men	2032	Saskatchewan	33981	45 to 49 years	0.0	122.0	-169.0
Men	2032	Saskatchewan	30695	50 to 54 years	0.0	159.0	-105.0
Men	2032	Saskatchewan	31182	55 to 59 years	0.0	226.0	-72.0
Men	2032	Saskatchewan	33917	60 to 64 years	0.0	359.0	-91.0
Men	2032	Saskatchewan	29264	65 to 69 years	0.0	469.0	-76.0
Men	2032	Saskatchewan	20561	70 to 74 years	0.0	526.0	-16.0
Men	2032	Saskatchewan	12266	75 to 79 years	0.0	507.0	-7.0
Men	2032	Saskatchewan	5577	80 to 84 years	0.0	412.0	-20.0
Men	2032	Saskatchewan	1894	85 to 89 years	0.0	255.0	-1.0
Men	2032	Saskatchewan	347	90 years and older	0.0	101.0	0.0
Women	2032	Saskatchewan	6605	0 years	6685.0	34.0	-46.0
Women	2032	Saskatchewan	36394	5 to 9 years	0.0	4.0	-282.0
Women	2032	Saskatchewan	36914	10 to 14 years	0.0	6.0	-204.0
Women	2032	Saskatchewan	33877	15 to 19 years	0.0	18.0	-259.0
Women	2032	Saskatchewan	33510	20 to 24 years	0.0	28.0	-236.0
Women	2032	Saskatchewan	31762	25 to 29 years	0.0	33.0	-534.0
Women	2032	Saskatchewan	37164	30 to 34 years	0.0	38.0	-422.0
Women	2032	Saskatchewan	40613	35 to 39 years	0.0	52.0	-285.0
Women	2032	Saskatchewan	37433	40 to 44 years	0.0	59.0	-290.0
Women	2032	Saskatchewan	33229	45 to 49 years	0.0	76.0	-127.0
Women	2032	Saskatchewan	30491	50 to 54 years	0.0	98.0	-128.0
Women	2032	Saskatchewan	32183	55 to 59 years	0.0	147.0	-60.0
Women	2032	Saskatchewan	35072	60 to 64 years	0.0	236.0	-100.0
Women	2032	Saskatchewan	31238	65 to 69 years	0.0	319.0	-94.0
Women	2032	Saskatchewan	22385	70 to 74 years	0.0	380.0	-53.0
Women	2032	Saskatchewan	15315	75 to 79 years	0.0	417.0	-7.0
Women	2032	Saskatchewan	8782	80 to 84 years	0.0	416.0	-20.0
Women	2032	Saskatchewan	4390	85 to 89 years	0.0	380.0	-10.0
Women	2032	Saskatchewan	1164	90 years and older	0.0	269.0	-5.0
Men	2032	Alberta	27626	0 years	27790.0	145.0	-19.0
Men	2032	Alberta	152371	5 to 9 years	0.0	15.0	185.0
Men	2032	Alberta	153063	10 to 14 years	0.0	21.0	146.0
Men	2032	Alberta	148769	15 to 19 years	0.0	93.0	467.0
Men	2032	Alberta	159205	20 to 24 years	0.0	172.0	1300.0
Men	2032	Alberta	169207	25 to 29 years	0.0	243.0	632.0
Men	2032	Alberta	185651	30 to 34 years	0.0	295.0	290.0
Men	2032	Alberta	192381	35 to 39 years	0.0	350.0	363.0
Men	2032	Alberta	179317	40 to 44 years	0.0	373.0	215.0
Men	2032	Alberta	151421	45 to 49 years	0.0	428.0	-26.0
Men	2032	Alberta	135275	50 to 54 years	0.0	557.0	-246.0
Men	2032	Alberta	124137	55 to 59 years	0.0	795.0	-395.0
Men	2032	Alberta	125987	60 to 64 years	0.0	1205.0	-268.0
Men	2032	Alberta	106469	65 to 69 years	0.0	1526.0	5.0
Men	2032	Alberta	72068	70 to 74 years	0.0	1631.0	102.0
Men	2032	Alberta	44322	75 to 79 years	0.0	1635.0	88.0
Men	2032	Alberta	20108	80 to 84 years	0.0	1318.0	47.0
Men	2032	Alberta	6801	85 to 89 years	0.0	832.0	13.0
Men	2032	Alberta	998	90 years and older	0.0	287.0	2.0
Women	2032	Alberta	27704	0 years	27790.0	126.0	40.0
Women	2032	Alberta	143691	5 to 9 years	0.0	12.0	119.0
Women	2032	Alberta	144368	10 to 14 years	0.0	17.0	178.0
Women	2032	Alberta	137883	15 to 19 years	0.0	44.0	202.0
Women	2032	Alberta	149392	20 to 24 years	0.0	87.0	1075.0
Women	2032	Alberta	162349	25 to 29 years	0.0	100.0	663.0
Women	2032	Alberta	183931	30 to 34 years	0.0	132.0	247.0
Women	2032	Alberta	187362	35 to 39 years	0.0	164.0	157.0
Women	2032	Alberta	175192	40 to 44 years	0.0	201.0	279.0
Women	2032	Alberta	146813	45 to 49 years	0.0	242.0	-63.0
Women	2032	Alberta	133424	50 to 54 years	0.0	346.0	-186.0
Women	2032	Alberta	128245	55 to 59 years	0.0	493.0	-179.0
Women	2032	Alberta	133872	60 to 64 years	0.0	783.0	-12.0
Women	2032	Alberta	116167	65 to 69 years	0.0	1054.0	228.0
Women	2032	Alberta	83734	70 to 74 years	0.0	1222.0	306.0
Women	2032	Alberta	55293	75 to 79 years	0.0	1387.0	219.0
Women	2032	Alberta	29592	80 to 84 years	0.0	1300.0	101.0
Women	2032	Alberta	13223	85 to 89 years	0.0	1125.0	40.0
Women	2032	Alberta	3178	90 years and older	0.0	719.0	10.0
Men	2032	British Columbia	26581	0 years	26586.0	98.0	93.0
Men	2032	British Columbia	136382	5 to 9 years	0.0	12.0	428.0
Men	2032	British Columbia	140925	10 to 14 years	0.0	14.0	259.0
Men	2032	British Columbia	149794	15 to 19 years	0.0	73.0	73.0
Men	2032	British Columbia	189405	20 to 24 years	0.0	171.0	859.0
Men	2032	British Columbia	232042	25 to 29 years	0.0	297.0	1866.0
Men	2032	British Columbia	235526	30 to 34 years	0.0	356.0	1336.0
Men	2032	British Columbia	212142	35 to 39 years	0.0	376.0	849.0
Men	2032	British Columbia	191112	40 to 44 years	0.0	411.0	789.0
Men	2032	British Columbia	164226	45 to 49 years	0.0	461.0	502.0
Men	2032	British Columbia	163850	50 to 54 years	0.0	677.0	458.0
Men	2032	British Columbia	164479	55 to 59 years	0.0	999.0	563.0
Men	2032	British Columbia	168374	60 to 64 years	0.0	1526.0	429.0
Men	2032	British Columbia	146200	65 to 69 years	0.0	1949.0	264.0
Men	2032	British Columbia	113031	70 to 74 years	0.0	2286.0	78.0
Men	2032	British Columbia	74615	75 to 79 years	0.0	2492.0	-4.0
Men	2032	British Columbia	35944	80 to 84 years	0.0	2161.0	1.0
Men	2032	British Columbia	12296	85 to 89 years	0.0	1435.0	0.0
Men	2032	British Columbia	2078	90 years and older	0.0	554.0	-2.0
Women	2032	British Columbia	26533	0 years	26586.0	92.0	39.0
Women	2032	British Columbia	129795	5 to 9 years	0.0	12.0	432.0
Women	2032	British Columbia	132196	10 to 14 years	0.0	10.0	257.0
Women	2032	British Columbia	143117	15 to 19 years	0.0	42.0	218.0
Women	2032	British Columbia	182768	20 to 24 years	0.0	72.0	849.0
Women	2032	British Columbia	220935	25 to 29 years	0.0	107.0	1618.0
Women	2032	British Columbia	228257	30 to 34 years	0.0	131.0	1355.0
Women	2032	British Columbia	207703	35 to 39 years	0.0	165.0	784.0
Women	2032	British Columbia	190633	40 to 44 years	0.0	188.0	619.0
Women	2032	British Columbia	171326	45 to 49 years	0.0	249.0	508.0
Women	2032	British Columbia	177852	50 to 54 years	0.0	385.0	574.0
Women	2032	British Columbia	176190	55 to 59 years	0.0	590.0	422.0
Women	2032	British Columbia	184095	60 to 64 years	0.0	934.0	428.0
Women	2032	British Columbia	166517	65 to 69 years	0.0	1288.0	250.0
Women	2032	British Columbia	130808	70 to 74 years	0.0	1671.0	18.0
Women	2032	British Columbia	90013	75 to 79 years	0.0	2035.0	-76.0
Women	2032	British Columbia	49732	80 to 84 years	0.0	2069.0	13.0
Women	2032	British Columbia	21488	85 to 89 years	0.0	1780.0	-19.0
Women	2032	British Columbia	5484	90 years and older	0.0	1198.0	0.0
Men	2032	Yukon	301	0 years	300.0	1.0	2.0
Men	2032	Yukon	1358	5 to 9 years	0.0	0.0	10.0
Men	2032	Yukon	1328	10 to 14 years	0.0	0.0	0.0
Men	2032	Yukon	1304	15 to 19 years	0.0	1.0	11.0
Men	2032	Yukon	1708	20 to 24 years	0.0	3.0	48.0
Men	2032	Yukon	2162	25 to 29 years	0.0	5.0	51.0
Men	2032	Yukon	2280	30 to 34 years	0.0	5.0	39.0
Men	2032	Yukon	2379	35 to 39 years	0.0	5.0	52.0
Men	2032	Yukon	1842	40 to 44 years	0.0	3.0	15.0
Men	2032	Yukon	1457	45 to 49 years	0.0	4.0	7.0
Men	2032	Yukon	1319	50 to 54 years	0.0	5.0	1.0
Men	2032	Yukon	1207	55 to 59 years	0.0	6.0	-6.0
Men	2032	Yukon	1323	60 to 64 years	0.0	12.0	-1.0
Men	2032	Yukon	1093	65 to 69 years	0.0	17.0	-9.0
Men	2032	Yukon	722	70 to 74 years	0.0	20.0	-4.0
Men	2032	Yukon	444	75 to 79 years	0.0	20.0	-2.0
Men	2032	Yukon	149	80 to 84 years	0.0	13.0	0.0
Men	2032	Yukon	43	85 to 89 years	0.0	5.0	0.0
Men	2032	Yukon	14	90 years and older	0.0	3.0	0.0
Women	2032	Yukon	303	0 years	300.0	1.0	4.0
Women	2032	Yukon	1304	5 to 9 years	0.0	0.0	8.0
Women	2032	Yukon	1207	10 to 14 years	0.0	0.0	6.0
Women	2032	Yukon	1131	15 to 19 years	0.0	0.0	4.0
Women	2032	Yukon	1722	20 to 24 years	0.0	1.0	49.0
Women	2032	Yukon	2287	25 to 29 years	0.0	2.0	60.0
Women	2032	Yukon	2379	30 to 34 years	0.0	3.0	37.0
Women	2032	Yukon	2396	35 to 39 years	0.0	0.0	38.0
Women	2032	Yukon	1797	40 to 44 years	0.0	3.0	12.0
Women	2032	Yukon	1464	45 to 49 years	0.0	2.0	1.0
Women	2032	Yukon	1232	50 to 54 years	0.0	2.0	-19.0
Women	2032	Yukon	1177	55 to 59 years	0.0	6.0	-3.0
Women	2032	Yukon	1449	60 to 64 years	0.0	7.0	-2.0
Women	2032	Yukon	1035	65 to 69 years	0.0	12.0	-13.0
Women	2032	Yukon	713	70 to 74 years	0.0	18.0	0.0
Women	2032	Yukon	471	75 to 79 years	0.0	14.0	1.0
Women	2032	Yukon	148	80 to 84 years	0.0	9.0	0.0
Women	2032	Yukon	61	85 to 89 years	0.0	6.0	0.0
Women	2032	Yukon	17	90 years and older	0.0	3.0	0.0
Men	2032	Northwest Territories	274	0 years	276.0	1.0	-1.0
Men	2032	Northwest Territories	1361	5 to 9 years	0.0	0.0	-16.0
Men	2032	Northwest Territories	1271	10 to 14 years	0.0	0.0	-17.0
Men	2032	Northwest Territories	1324	15 to 19 years	0.0	0.0	-11.0
Men	2032	Northwest Territories	1684	20 to 24 years	0.0	3.0	33.0
Men	2032	Northwest Territories	2008	25 to 29 years	0.0	5.0	8.0
Men	2032	Northwest Territories	1776	30 to 34 years	0.0	5.0	-22.0
Men	2032	Northwest Territories	1649	35 to 39 years	0.0	5.0	-5.0
Men	2032	Northwest Territories	1396	40 to 44 years	0.0	4.0	-20.0
Men	2032	Northwest Territories	1237	45 to 49 years	0.0	5.0	-18.0
Men	2032	Northwest Territories	1501	50 to 54 years	0.0	6.0	0.0
Men	2032	Northwest Territories	1255	55 to 59 years	0.0	8.0	-12.0
Men	2032	Northwest Territories	1062	60 to 64 years	0.0	12.0	-27.0
Men	2032	Northwest Territories	616	65 to 69 years	0.0	12.0	-21.0
Men	2032	Northwest Territories	442	70 to 74 years	0.0	15.0	-4.0
Men	2032	Northwest Territories	275	75 to 79 years	0.0	14.0	0.0
Men	2032	Northwest Territories	92	80 to 84 years	0.0	8.0	0.0
Men	2032	Northwest Territories	27	85 to 89 years	0.0	4.0	0.0
Men	2032	Northwest Territories	6	90 years and older	0.0	1.0	0.0
Women	2032	Northwest Territories	266	0 years	276.0	1.0	-9.0
Women	2032	Northwest Territories	1421	5 to 9 years	0.0	0.0	-5.0
Women	2032	Northwest Territories	1368	10 to 14 years	0.0	0.0	-12.0
Women	2032	Northwest Territories	1349	15 to 19 years	0.0	0.0	0.0
Women	2032	Northwest Territories	1468	20 to 24 years	0.0	2.0	3.0
Women	2032	Northwest Territories	1845	25 to 29 years	0.0	1.0	17.0
Women	2032	Northwest Territories	1582	30 to 34 years	0.0	1.0	-29.0
Women	2032	Northwest Territories	1539	35 to 39 years	0.0	1.0	-16.0
Women	2032	Northwest Territories	1456	40 to 44 years	0.0	2.0	-14.0
Women	2032	Northwest Territories	1290	45 to 49 years	0.0	3.0	-10.0
Women	2032	Northwest Territories	1340	50 to 54 years	0.0	4.0	-7.0
Women	2032	Northwest Territories	960	55 to 59 years	0.0	4.0	-36.0
Women	2032	Northwest Territories	1104	60 to 64 years	0.0	8.0	-9.0
Women	2032	Northwest Territories	643	65 to 69 years	0.0	7.0	-18.0
Women	2032	Northwest Territories	495	70 to 74 years	0.0	11.0	0.0
Women	2032	Northwest Territories	273	75 to 79 years	0.0	11.0	0.0
Women	2032	Northwest Territories	102	80 to 84 years	0.0	9.0	-2.0
Women	2032	Northwest Territories	26	85 to 89 years	0.0	4.0	0.0
Women	2032	Northwest Territories	14	90 years and older	0.0	3.0	0.0
Men	2032	Nunavut	421	0 years	433.0	8.0	-4.0
Men	2032	Nunavut	2106	5 to 9 years	0.0	0.0	-16.0
Men	2032	Nunavut	1811	10 to 14 years	0.0	1.0	-15.0
Men	2032	Nunavut	1612	15 to 19 years	0.0	7.0	-2.0
Men	2032	Nunavut	1619	20 to 24 years	0.0	7.0	3.0
Men	2032	Nunavut	1622	25 to 29 years	0.0	7.0	5.0
Men	2032	Nunavut	1570	30 to 34 years	0.0	6.0	-7.0
Men	2032	Nunavut	1411	35 to 39 years	0.0	5.0	1.0
Men	2032	Nunavut	1159	40 to 44 years	0.0	4.0	-5.0
